DIRECCIÓN;TIPO_EVENTO;SUBSECTOR;PROYECTO;TITULAR;MODALIDAD;LUGAR;DEPARTAMENTO;FECHA;HORA;ESTADO;NUMERO_ASISTENTES;NUMERO_MUJERES;NUMERO_HOMBRES;NUMERO_PREGUNTAS;FECHA_CORTE
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE RECURSOS NATURALES Y PRODUCTIVOS;AUDIENCIA;MINERÍA;ESTUDIO DE IMPACTO AMBIENTAL DETALLADO DEL PROYECTO ROMINA;COMPAÑÍA MINERA CHUNGAR S.A.C.;MIXTO;LOCAL COMUNAL DE LA COMUNIDAD CAMPESINA CARHUACAYÁN;JUNIN;20221026;11:00:00;REALIZADO;99;46;53;63;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE RECURSOS NATURALES Y PRODUCTIVOS;TALLER;HIDROCARBUROS;MODIFICACIÓN DEL ESTUDIO DE IMPACTO AMBIENTAL DEL LOTE 31-C PROYECTO DE ADQUISICIÓN SÍSMICA 3D Y PERFORACIÓN DE UN (01) POZO EXPLORATORIO EN EL LOTE 31-C.;AGUAYTÍA ENERGY PERÚ S.R.L.;PRESENCIAL;"LOCAL COMUNAL DEL CASERÍO LAS MERCEDES (CASERÍO LAS MERCEDES S/N, DISTRITO DE CURIMANÁ, PROVINCIA DE PADRE ABAD, UCAYALI). 
";UCAYALI;20221112;10:00:00;REALIZADO;135;60;75;29;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE RECURSOS NATURALES Y PRODUCTIVOS;TALLER;HIDROCARBUROS;MODIFICACIÓN DEL ESTUDIO DE IMPACTO AMBIENTAL DEL LOTE 31-C PROYECTO DE ADQUISICIÓN SÍSMICA 3D Y PERFORACIÓN DE UN (01) POZO EXPLORATORIO EN EL LOTE 31-C.;AGUAYTÍA ENERGY PERÚ S.R.L.;PRESENCIAL;"CAMPO DEPORTIVO (CASERÍO NUEVO SAN JOSÉ S/N, DISTRITO DE CURIMANÁ, PROVINCIA DE PADRE ABAD, UCAYALI). 
";UCAYALI;20221113;10:00:00;REALIZADO;97;38;59;19;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE RECURSOS NATURALES Y PRODUCTIVOS;TALLER;HIDROCARBUROS;MODIFICACIÓN DEL ESTUDIO DE IMPACTO AMBIENTAL DEL PROYECTO DE DESARROLLO DEL CAMPO PETROLERO BRETAÑA NORTE- LOTE 95;PETROTAL PERÚ S.R.L.;PRESENCIAL;CN URARINAS;LORETO;20230208;08:30:00;REALIZADO;87;41;46;14;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE RECURSOS NATURALES Y PRODUCTIVOS;TALLER;HIDROCARBUROS;MODIFICACIÓN DEL ESTUDIO DE IMPACTO AMBIENTAL DEL PROYECTO DE DESARROLLO DEL CAMPO PETROLERO BRETAÑA NORTE- LOTE 95;PETROTAL PERÚ S.R.L.;PRESENCIAL;BRETAÑA BARRIO ALTO;LORETO;20230208;09:00:00;REALIZADO;62;20;42;30;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE RECURSOS NATURALES Y PRODUCTIVOS;TALLER;HIDROCARBUROS;MODIFICACIÓN DEL ESTUDIO DE IMPACTO AMBIENTAL DEL PROYECTO DE DESARROLLO DEL CAMPO PETROLERO BRETAÑA NORTE- LOTE 95;PETROTAL PERÚ S.R.L.;PRESENCIAL;CN NUEVO KUWAIT;LORETO;20230208;13:00:00;REALIZADO;22;9;13;4;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE RECURSOS NATURALES Y PRODUCTIVOS;TALLER;HIDROCARBUROS;MODIFICACIÓN DEL ESTUDIO DE IMPACTO AMBIENTAL DEL PROYECTO DE DESARROLLO DEL CAMPO PETROLERO BRETAÑA NORTE- LOTE 95;PETROTAL PERÚ S.R.L.;PRESENCIAL;BRETAÑA- BARRIO ALTO;LORETO;20230208;14:00:00;REALIZADO;31;21;10;30;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE RECURSOS NATURALES Y PRODUCTIVOS;TALLER;HIDROCARBUROS;MODIFICACIÓN DEL ESTUDIO DE IMPACTO AMBIENTAL DEL PROYECTO DE DESARROLLO DEL CAMPO PETROLERO BRETAÑA NORTE- LOTE 95;PETROTAL PERÚ S.R.L.;PRESENCIAL;CN MANCO CÁPAC;LORETO;20230209;09:00:00;REALIZADO;62;27;35;25;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE RECURSOS NATURALES Y PRODUCTIVOS;TALLER;HIDROCARBUROS;MODIFICACIÓN DEL ESTUDIO DE IMPACTO AMBIENTAL DEL PROYECTO DE DESARROLLO DEL CAMPO PETROLERO BRETAÑA NORTE- LOTE 95;PETROTAL PERÚ S.R.L.;PRESENCIAL;BRETAÑA BARRIO ALTO;LORETO;20230209;09:00:00;REALIZADO;33;18;15;11;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE RECURSOS NATURALES Y PRODUCTIVOS;TALLER;HIDROCARBUROS;MODIFICACIÓN DEL ESTUDIO DE IMPACTO AMBIENTAL DEL PROYECTO DE DESARROLLO DEL CAMPO PETROLERO BRETAÑA NORTE- LOTE 95;PETROTAL PERÚ S.R.L.;PRESENCIAL;CN MANCO CÁPAC;LORETO;20230209;13:00:00;REALIZADO;39;19;20;7;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE RECURSOS NATURALES Y PRODUCTIVOS;TALLER;HIDROCARBUROS;MODIFICACIÓN DEL ESTUDIO DE IMPACTO AMBIENTAL DEL PROYECTO DE DESARROLLO DEL CAMPO PETROLERO BRETAÑA NORTE- LOTE 95;PETROTAL PERÚ S.R.L.;PRESENCIAL;BRETAÑA- BARRIO CENTRO;LORETO;20230209;14:00:00;REALIZADO;43;18;25;17;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE RECURSOS NATURALES Y PRODUCTIVOS;TALLER;HIDROCARBUROS;MODIFICACIÓN DEL ESTUDIO DE IMPACTO AMBIENTAL DEL PROYECTO DE DESARROLLO DEL CAMPO PETROLERO BRETAÑA NORTE- LOTE 95;PETROTAL PERÚ S.R.L.;PRESENCIAL;BRETAÑA- BARRIO CENTRO;LORETO;20230210;09:00:00;REALIZADO;38;16;22;22;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE RECURSOS NATURALES Y PRODUCTIVOS;TALLER;HIDROCARBUROS;MODIFICACIÓN DEL ESTUDIO DE IMPACTO AMBIENTAL DEL PROYECTO DE DESARROLLO DEL CAMPO PETROLERO BRETAÑA NORTE- LOTE 95;PETROTAL PERÚ S.R.L.;PRESENCIAL;CN SAN CARLOS;LORETO;20230210;09:00:00;REALIZADO;66;24;42;21;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE RECURSOS NATURALES Y PRODUCTIVOS;TALLER;HIDROCARBUROS;MODIFICACIÓN DEL ESTUDIO DE IMPACTO AMBIENTAL DEL PROYECTO DE DESARROLLO DEL CAMPO PETROLERO BRETAÑA NORTE- LOTE 95;PETROTAL PERÚ S.R.L.;PRESENCIAL;BRETAÑA- BARRIO BAJO;LORETO;20230210;14:00:00;REALIZADO;66;37;29;20;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE RECURSOS NATURALES Y PRODUCTIVOS;TALLER;HIDROCARBUROS;MODIFICACIÓN DEL ESTUDIO DE IMPACTO AMBIENTAL DEL PROYECTO DE DESARROLLO DEL CAMPO PETROLERO BRETAÑA NORTE- LOTE 95;PETROTAL PERÚ S.R.L.;PRESENCIAL;CN SAN CARLOS;LORETO;20230210;14:00:00;REALIZADO;54;31;23;18;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE RECURSOS NATURALES Y PRODUCTIVOS;TALLER;HIDROCARBUROS;MODIFICACIÓN DEL ESTUDIO DE IMPACTO AMBIENTAL DEL PROYECTO DE DESARROLLO DEL CAMPO PETROLERO BRETAÑA NORTE- LOTE 95;PETROTAL PERÚ S.R.L.;PRESENCIAL;BRETAÑA- BARRIO BAJO;LORETO;20230211;09:00:00;REALIZADO;36;19;17;21;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE RECURSOS NATURALES Y PRODUCTIVOS;TALLER;HIDROCARBUROS;MODIFICACIÓN DEL ESTUDIO DE IMPACTO AMBIENTAL DEL PROYECTO DE DESARROLLO DEL CAMPO PETROLERO BRETAÑA NORTE- LOTE 95;PETROTAL PERÚ S.R.L.;PRESENCIAL;CN SAN CARLOS;LORETO;20230211;09:00:00;REALIZADO;62;32;30;13;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE RECURSOS NATURALES Y PRODUCTIVOS;TALLER;HIDROCARBUROS;MODIFICACIÓN DEL ESTUDIO DE IMPACTO AMBIENTAL DEL PROYECTO DE DESARROLLO DEL CAMPO PETROLERO BRETAÑA NORTE- LOTE 95;PETROTAL PERÚ S.R.L.;PRESENCIAL;BRETAÑA- BARRIO BAJO;LORETO;20230211;14:00:00;REALIZADO;44;26;18;8;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE RECURSOS NATURALES Y PRODUCTIVOS;TALLER;HIDROCARBUROS;MODIFICACIÓN DEL ESTUDIO DE IMPACTO AMBIENTAL DEL PROYECTO DE DESARROLLO DEL CAMPO PETROLERO BRETAÑA NORTE- LOTE 95;PETROTAL PERÚ S.R.L.;PRESENCIAL;CN ANCASH;LORETO;20230211;14:00:00;REALIZADO;0;0;0;14;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE RECURSOS NATURALES Y PRODUCTIVOS;TALLER;HIDROCARBUROS;MODIFICACIÓN DEL ESTUDIO DE IMPACTO AMBIENTAL DEL PROYECTO DE DESARROLLO DEL CAMPO PETROLERO BRETAÑA NORTE- LOTE 95;PETROTAL PERÚ S.R.L.;PRESENCIAL;CN SAN MIGUEL;LORETO;20230212;09:00:00;REALIZADO;26;5;21;20;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE RECURSOS NATURALES Y PRODUCTIVOS;TALLER;HIDROCARBUROS;MODIFICACIÓN DEL ESTUDIO DE IMPACTO AMBIENTAL DEL PROYECTO DE DESARROLLO DEL CAMPO PETROLERO BRETAÑA NORTE- LOTE 95;PETROTAL PERÚ S.R.L.;PRESENCIAL;SAN JUAN DE PAUCAR;LORETO;20230212;14:00:00;REALIZADO;31;13;18;23;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE RECURSOS NATURALES Y PRODUCTIVOS;TALLER;HIDROCARBUROS;MODIFICACIÓN DEL ESTUDIO DE IMPACTO AMBIENTAL DEL PROYECTO DE DESARROLLO DEL CAMPO PETROLERO BRETAÑA NORTE- LOTE 95;PETROTAL PERÚ S.R.L.;PRESENCIAL;ATUN POZA;LORETO;20230213;09:00:00;REALIZADO;21;6;15;15;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE RECURSOS NATURALES Y PRODUCTIVOS;TALLER;HIDROCARBUROS;MODIFICACIÓN DEL ESTUDIO DE IMPACTO AMBIENTAL DEL PROYECTO DE DESARROLLO DEL CAMPO PETROLERO BRETAÑA NORTE- LOTE 95;PETROTAL PERÚ S.R.L.;PRESENCIAL;BELLAVISTA;LORETO;20230213;09:00:00;REALIZADO;54;34;20;11;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE RECURSOS NATURALES Y PRODUCTIVOS;TALLER;HIDROCARBUROS;MODIFICACIÓN DEL ESTUDIO DE IMPACTO AMBIENTAL DEL PROYECTO DE DESARROLLO DEL CAMPO PETROLERO BRETAÑA NORTE- LOTE 95;PETROTAL PERÚ S.R.L.;PRESENCIAL;CN SAN PEDRO II;LORETO;20230213;14:00:00;REALIZADO;24;11;13;11;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE RECURSOS NATURALES Y PRODUCTIVOS;TALLER;HIDROCARBUROS;MODIFICACIÓN DEL ESTUDIO DE IMPACTO AMBIENTAL DEL PROYECTO DE DESARROLLO DEL CAMPO PETROLERO BRETAÑA NORTE- LOTE 95;PETROTAL PERÚ S.R.L.;PRESENCIAL;CN SAN PEDRO I;LORETO;20230214;14:00:00;REALIZADO;22;5;17;18;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE RECURSOS NATURALES Y PRODUCTIVOS;AUDIENCIA;MINERÍA;MODIFICACIÓN DEL ESTUDIO DE IMPACTO AMBIENTAL DETALLADO DEL PROYECTO DE EXPLOTACIÓN Y BENEFICIO MINERO MINA PAMPA DEL PONGO.;JINZHAO MINING PERÚ S.A.;PRESENCIAL;CAMPO DEPORTIVO DE LA I.E. “JOSÉ ALFREDO MOLINA” – PATIO PRINCIPAL CALLE VICTORIA S/N - LOMAS (DISTRITO LOMAS, PROVINCIA CARAVELÍ Y DEPARTAMENTO AREQUIPA);AREQUIPA;20230214;16:00:00;REALIZADO;194;93;101;45;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE RECURSOS NATURALES Y PRODUCTIVOS;AUDIENCIA;MINERÍA;MODIFICACIÓN DEL ESTUDIO DE IMPACTO AMBIENTAL DETALLADO DEL PROYECTO DE EXPLOTACIÓN Y BENEFICIO MINERO MINA PAMPA DEL PONGO.;JINZHAO MINING PERÚ S.A.;PRESENCIAL;INSTITUCIÓN EDUCATIVA “FRANCISCO FLORES BERRUEZO” – PATIO PRINCIPAL JR. MARÍA PARADO DE BELLIDO S/N – BELLA UNIÓN (DISTRITO BELLA UNIÓN, PROVINCIA CARAVELÍ Y DEPARTAMENTO AREQUIPA);AREQUIPA;20230215;16:00:00;REALIZADO;196;86;110;29;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE RECURSOS NATURALES Y PRODUCTIVOS;AUDIENCIA;MINERÍA;MODIFICACIÓN DEL ESTUDIO DE IMPACTO AMBIENTAL DETALLADO DEL PROYECTO DE EXPLOTACIÓN Y BENEFICIO MINERO MINA PAMPA DEL PONGO.;JINZHAO MINING PERÚ S.A.;PRESENCIAL;INSTITUCIÓN EDUCATIVA “ALMIRANTE MIGUEL GRAU” - AUDITORIO AV. LOS NOGALES S/N - SAN JUAN DE MARCONA (DISTRITO MARCONA, PROVINCIA NAZCA Y DEPARTAMENTO ICA);ICA;20230216;16:00:00;REALIZADO;185;61;124;68;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE INFRAESTRUCTURA;TALLER;TRANSPORTE;PRIMERA MODIFICACIÓN DEL ESTUDIO DE IMPACTO AMBIENTAL DETALLADO DEL PROYECTO“MODERNIZACIÓN Y DESARROLLO DEL TERMINAL PORTUARIO MULTIPROPÓSITO DE SALAVERRY”;SALAVERRY TERMINAL INTERNACIONAL S.A.  ;PRESENCIAL;"TEATRO MUNICIPAL RICARDO FERNÁNDEZ
CALLE CÓRDOVA 455, SALAVERRY, PROVINCIA DE TRUJILLO, REGIÓN LA LIBERTAD";LA LIBERTAD;20230216;16:00:00;REALIZADO;130;63;67;67;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE RECURSOS NATURALES Y PRODUCTIVOS;TALLER;ELECTRICIDAD;ESTUDIO DE IMPACTO AMBIENTAL DETALLADO DEL PROYECTO PARQUE EÓLICO BAYÓVAR Y SU INTERCONEXIÓN AL SEIN.;FÉNIX POWER PERÚ S.A.;MIXTO;"• AUDITORIO DE LA MUNICIPALIDAD PROVINCIAL DE SECHURA 
RADIO DOBLE M (101.5 FM) – SECHURA   
• FACEBOOK DE PARQUE EÓLICO BAYÓVAR: HTTPS://WWW.FACEBOOK.COM/PEOPLE/PARQUE-E%C3%B3LICO-BAY%C3%B3VAR/100089630054332/ 
• FACEBOOK DE MANTENTE INFORMADO SECHURA: HTTPS://WWW.FACEBOOK.COM/REPORTEROSTV2022.OFFICIAL/";PIURA;20230222;15:00:00;REALIZADO;36;17;19;11;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE RECURSOS NATURALES Y PRODUCTIVOS;AUDIENCIA;HIDROCARBUROS;MODIFICACIÓN DEL ESTUDIO DE IMPACTO AMBIENTAL DEL LOTE 31-C PROYECTO DE ADQUISICIÓN SÍSMICA 3D Y PERFORACIÓN DE UN (01) POZO EXPLORATORIO EN EL LOTE 31-C.;AGUAYTÍA ENERGY PERÚ S.R.L.;PRESENCIAL;"
CAMPO DEPORTIVO DEL CASERÍO NUEVO SAN JOSÉ,  DISTRITO DE CURIMANÁ, PROVINCIA DE PADRE ABAD, DEPARTAMENTO DE UCAYALI.
";UCAYALI;20230311;10:00:00;REALIZADO;133;62;71;29;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE RECURSOS NATURALES Y PRODUCTIVOS;AUDIENCIA;HIDROCARBUROS;MODIFICACIÓN DEL ESTUDIO DE IMPACTO AMBIENTAL DEL LOTE 31-C PROYECTO DE ADQUISICIÓN SÍSMICA 3D Y PERFORACIÓN DE UN (01) POZO EXPLORATORIO EN EL LOTE 31-C.;AGUAYTÍA ENERGY PERÚ S.R.L.;PRESENCIAL;LOCAL COMUNAL DEL CASERÍO LAS MERCEDES, DISTRITO DE CURIMANÁ, PROVINCIA DE PADRE ABAD, DEPARTAMENTO DE UCAYALI.;UCAYALI;20230312;10:00:00;REALIZADO;125;64;61;27;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE INFRAESTRUCTURA;TALLER;TRANSPORTE;CREACIÓN DE LA CARRETERA DANIEL ALCIDES CARRIÓN (NUEVA CARRETERA CENTRAL);PROVÍAS NACIONAL;PRESENCIAL;LOCAL DE LA C.C. SAN ANTONIO / SIMULTÁNEO A TRAVÉS DE LA RED SOCIAL FACEBOOK DE PMO VIAS: HTTPS://WWW.FACEBOOK.COM/PMOVIAS;LIMA;20230316;17:00:00;REALIZADO;54;30;24;45;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE INFRAESTRUCTURA;TALLER;TRANSPORTE;CREACIÓN DE LA CARRETERA DANIEL ALCIDES CARRIÓN (NUEVA CARRETERA CENTRAL);PROVÍAS NACIONAL;PRESENCIAL;LOCAL AUDITORIO MUNICIPALIDAD DISTRITAL DE SAN MATEO / SIMULTÁNEO A TRAVÉS DE LA RED SOCIAL FACEBOOK DE PMO VIAS: HTTPS://WWW.FACEBOOK.COM/PMOVIAS;LIMA;20230317;11:00:00;REALIZADO;38;17;21;27;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE INFRAESTRUCTURA;TALLER;TRANSPORTE;CREACIÓN DE LA CARRETERA DANIEL ALCIDES CARRIÓN (NUEVA CARRETERA CENTRAL);PROVÍAS NACIONAL;PRESENCIAL;LOCAL DE LA C.C. POMACOCHA / SIMULTÁNEO A TRAVÉS DE LA RED SOCIAL FACEBOOK DE PMO VIAS: HTTPS://WWW.FACEBOOK.COM/PMOVIAS;JUNIN;20230318;14:00:00;REALIZADO;53;26;27;44;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE INFRAESTRUCTURA;TALLER;TRANSPORTE;CREACIÓN DE LA CARRETERA DANIEL ALCIDES CARRIÓN (NUEVA CARRETERA CENTRAL);PROVÍAS NACIONAL;PRESENCIAL;LOCAL DE LA C.C. SAN JUAN BAUTISTA DE PACHACHACA/ SIMULTÁNEO A TRAVÉS DE LA RED SOCIAL FACEBOOK DE PMO VIAS: HTTPS://WWW.FACEBOOK.COM/PMOVIAS;JUNIN;20230319;09:00:00;REALIZADO;77;51;26;53;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE INFRAESTRUCTURA;TALLER;TRANSPORTE;CREACIÓN DE LA CARRETERA DANIEL ALCIDES CARRIÓN (NUEVA CARRETERA CENTRAL);PROVÍAS NACIONAL;PRESENCIAL;LOCAL DE LA C.C. YAULI/ SIMULTÁNEO A TRAVÉS DE LA RED SOCIAL FACEBOOK DE PMO VIAS: HTTPS://WWW.FACEBOOK.COM/PMOVIAS;JUNIN;20230320;10:00:00;REALIZADO;229;144;85;44;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE INFRAESTRUCTURA;TALLER;TRANSPORTE;CREACIÓN DE LA CARRETERA DANIEL ALCIDES CARRIÓN (NUEVA CARRETERA CENTRAL);PROVÍAS NACIONAL;PRESENCIAL;"PRESENCIAL : SEDE 1 :  LURIGANCHO
LOCAL SALÓN DE EVENTOS “MIC GIAN”,  UBICADO EN LA CALLE 20 MZ A1 LOTE 30 URBANIZACIÓN SAN ANTONIO DE CARAPONGO                                                             SIMULTÁNEO : A TRAVÉS DE LA RED SOCIAL FACEBOOK DE PMO VIAS: HTTPS://WWW.FACEBOOK.COM/PMOVIAS";LIMA;20230418;17:00:00;REALIZADO;57;20;37;29;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE INFRAESTRUCTURA;TALLER;TRANSPORTE;CREACIÓN DE LA CARRETERA DANIEL ALCIDES CARRIÓN (NUEVA CARRETERA CENTRAL);PROVÍAS NACIONAL;PRESENCIAL;"PRESENCIAL : SEDE 2 :ATE
AV. N1 MZ F LOTE 3, ASOCIACIÓN DE PROPIETARIOS DE SANTA ROSA DE ATE.
REFERENCIA: CRUCE AVENIDA SANTA ROSA CON AVENIDA NICOLAS AYLLÓN (CARRETERA CENTRAL), ATE, LIMA                                                                                                                                                                                                                                                                                                                                                                 SIMULTÁNEO:  A TRAVÉS DE LA RED SOCIAL FACEBOOK DE PMO VIAS: HTTPS://WWW.FACEBOOK.COM/PMOVIAS";LIMA;20230419;17:00:00;REALIZADO;83;46;37;30;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE INFRAESTRUCTURA;TALLER;TRANSPORTE;CREACIÓN DE LA CARRETERA DANIEL ALCIDES CARRIÓN (NUEVA CARRETERA CENTRAL);PROVÍAS NACIONAL;PRESENCIAL;"PRESENCIAL : SEDE 3 :CIENEGUILLA
LOCAL DE EVENTOS “MONASTERIO”, UBICADO EN LA AV. INCA ROCA ZONA B MZ A LOTE 6, CIENEGUILLA, LIMA
SIMULTÁNEO:  A TRAVÉS DE LA RED SOCIAL FACEBOOK DE PMO VIAS: HTTPS://WWW.FACEBOOK.COM/PMOVIAS";LIMA;20230420;17:00:00;REALIZADO;36;13;23;21;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE INFRAESTRUCTURA;TALLER;TRANSPORTE;CREACIÓN DE LA CARRETERA DANIEL ALCIDES CARRIÓN (NUEVA CARRETERA CENTRAL);PROVÍAS NACIONAL;PRESENCIAL;"PRESENCIAL : SEDE 4 : CUENCA
LOCAL AUDITORIO MUNICIPALIDAD DISTRITAL DE CUENCA,    UBICADO EN LA CALLE SAN JOSÉ DE LOS CHORRILLOS S/N
REFERENCIA: FRENTE A LA PLAZA CENTRAL                                                                                                                                                                                                                                                                                                                  SIMULTÁNEO : A TRAVÉS DE LA RED SOCIAL FACEBOOK DE PMO VIAS: HTTPS://WWW.FACEBOOK.COM/PMOVIAS";LIMA;20230421;17:00:00;REALIZADO;33;15;18;4;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE INFRAESTRUCTURA;TALLER;TRANSPORTE;CREACIÓN DE LA CARRETERA DANIEL ALCIDES CARRIÓN (NUEVA CARRETERA CENTRAL);PROVÍAS NACIONAL;PRESENCIAL;"PRESENCIAL : SEDE 5 : SISICAYA
UBICADO EN LA CARRETERA A HUAROCHIRÍ KM 46, PLAZA PRINCIPAL S/N, SISICAYA, ANTIOQUIA, HUAROCHIRÍ                                                                                                                                                                                                                                                                                      SIMULTÁNEO : A TRAVÉS DE LA RED SOCIAL FACEBOOK DE PMO VIAS: HTTPS://WWW.FACEBOOK.COM/PMOVIAS";LIMA;20230422;12:00:00;REALIZADO;35;7;28;8;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE INFRAESTRUCTURA;TALLER;TRANSPORTE;CREACIÓN DE LA CARRETERA DANIEL ALCIDES CARRIÓN (NUEVA CARRETERA CENTRAL);PROVÍAS NACIONAL;PRESENCIAL;"PRESENCIAL : SEDE 6 : SANTO DOMINGO DE LOS OLLEROS
LOCAL AUDITORIO MERCADO MODELO COMUNAL “PIEDRA GRANDE”, UBICADO AV. LIMA S/N, SANTA CRUZ DE PIEDRA GRANDE, C.C. MATARA, SANTO DOMINGO DE LOS OLLEROS, HUAROCHIRÍ                                                                                                                                                                                                                                                                                  SIMULTÁNEO : A TRAVÉS DE LA RED SOCIAL FACEBOOK DE PMO VIAS: HTTPS://WWW.FACEBOOK.COM/PMOVIAS";LIMA;20230423;09:30:00;REALIZADO;77;25;52;28;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE INFRAESTRUCTURA;TALLER;TRANSPORTE;CREACIÓN DE LA CARRETERA DANIEL ALCIDES CARRIÓN (NUEVA CARRETERA CENTRAL);PROVÍAS NACIONAL;PRESENCIAL;"PRESENCIAL : SEDE 7 : COLLANAC
LOCAL DE LA COMUNIDAD CAMPESINA COLLANAC,      UBICADO EN LA AV. VÍCTOR MALÁSQUEZ CHACALTANA S/N KM 55,-SECTOR 24 DE JUNIO, COLLANAC, CIENEGUILLA, LIMA                                                                                                                                                                                                                                                                          SIMULTÁNEO : A TRAVÉS DE LA RED SOCIAL FACEBOOK DE PMO VIAS: HTTPS://WWW.FACEBOOK.COM/PMOVIAS";LIMA;20230424;17:00:00;REALIZADO;49;35;14;14;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE INFRAESTRUCTURA;TALLER;TRANSPORTE;CREACIÓN DE LA CARRETERA DANIEL ALCIDES CARRIÓN (NUEVA CARRETERA CENTRAL);PROVÍAS NACIONAL;PRESENCIAL;"PRESENCIAL : SEDE 8 : SEDE: ANTIOQUÍA
LOCAL AUDITORIO MUNICIPALIDAD DISTRITAL ANTIOQUÍA,   UBICADO EN ESPÍRITU SANTO S/N, FRENTE A LA PLAZA PRINCIPAL                                                                                                                                                                                                                                                                                    SIMULTÁNEO : A TRAVÉS DE LA RED SOCIAL FACEBOOK DE PMO VIAS: HTTPS://WWW.FACEBOOK.COM/PMOVIAS";LIMA;20230425;17:00:00;REALIZADO;26;9;17;18;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE RECURSOS NATURALES Y PRODUCTIVOS;TALLER;MINERÍA;TERCERA MODIFICACIÓN DEL ESTUDIO DE IMPACTO AMBIENTAL DE LA UNIDAD MINERA LAGUNAS NORTE;MINERA BOROO MISQUICHILCA S.A.;PRESENCIAL;BARRIO 12 DE JULIO S/N (DISTRITO DE QUIRUVILCA, PROVINCIA DE SANTIAGO DE CHUCO, DEPARTAMENTO DE LA LIBERTAD). REFERENCIA: FRENTE AL LOCAL COMUNAL DEL BARRIO 12 DE JULIO.;LA LIBERTAD;20230426;10:00:00;REALIZADO;190;97;93;24;20240530
